emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
happy,0.43101868,0.3752403,0.73807764,0.28019613,0.4424294,1.0,0.4810861,0.07154448,1.0,0.70077115,0.58328617,0.08643246,0.49398404,0.0,0.5227613,0.50514776,0.6946467,0.0910073,0.18457547,0.4387832
happy,0.38097626,0.19734603,0.8333772,0.24129917,0.5218564,1.0,0.53548294,0.02380045,1.0,0.7790262,0.76661295,0.65658665,0.40675005,1.0,0.3315374,0.5327521,0.5984491,0.22005422,0.76771677,0.7203741
happy,0.31046838,0.18349203,0.23240945,0.3645393,0.49747968,1.0,0.46385655,0.0046572094,1.0,0.6723794,0.57461196,0.03764861,0.528864,0.0,0.38437027,0.5042595,0.081068344,0.02964256,0.070101306,0.44209465
happy,0.20443979,0.21157256,0.37472287,0.2912254,0.2732384,1.0,0.35216,0.008866343,0.0,0.2601855,0.74549437,0.16969009,0.5349595,0.0,0.62794846,0.5789852,0.06569639,0.096974835,0.63163006,0.59561855
happy,0.4290418,0.2427421,0.5212907,0.27739188,0.34732345,1.0,0.56416416,0.3399053,1.0,0.7981155,0.5391719,0.514952,0.533019,0.0,0.71477497,0.45973682,0.37573028,0.16692133,0.3391097,0.67340666
happy,0.3408258,0.33018556,0.47362033,0.24641323,0.9058614,1.0,0.6973583,0.35149434,1.0,0.9417206,0.73451495,0.68977195,0.6644323,0.0,0.24978673,0.6358425,0.6179548,0.07044324,0.71609235,0.7202204
happy,0.3563401,0.28939086,0.7268744,0.25137183,0.84444433,1.0,0.65402174,0.015447532,0.0,0.88726294,0.5933423,0.33052385,0.5858471,0.0,0.40113795,0.34635827,0.9736466,0.048663005,0.46924582,0.8124503
happy,0.49479735,0.5438863,0.46953547,0.29674253,0.8870933,1.0,0.54864687,0.16063878,1.0,0.9442081,0.68470967,0.10012678,0.6606257,0.0,0.42113316,0.69648975,0.89257926,0.04967315,0.19786738,0.7399806
happy,0.34429955,0.34724906,0.09987998,0.38335046,0.6691288,1.0,0.3231484,0.0017598916,0.0,0.8581665,0.6869259,0.11792736,0.47627637,0.0,0.31197423,0.5142783,0.0013178072,0.0367961,0.1351506,0.29702604
happy,0.47300395,0.30570784,0.27058148,0.255388,0.8583449,1.0,0.4939038,0.15695573,0.0,0.95054597,0.68963575,0.19397436,0.44275594,0.0,0.5182596,0.4434209,0.8569089,0.09479497,0.13928826,0.76414514
happy,0.42125633,0.24342024,0.434644,0.39244428,0.50933826,1.0,0.43669495,0.0017237869,1.0,0.64792305,0.3865259,0.44866168,0.52907425,0.0,0.59043926,0.46296796,0.029858613,0.040055957,0.22175448,0.29667968
happy,0.27348265,0.14929765,0.38752463,0.27211753,0.7089068,1.0,0.470231,0.23016734,0.0,0.8996701,0.6478765,0.11203991,0.46335948,1.0,0.56956965,0.44919553,0.29439196,0.1025536,0.38394922,0.8627614
happy,0.4001893,0.3006892,0.4927572,0.31743214,0.88681626,1.0,0.5090063,0.36222184,1.0,0.9264723,0.7937196,0.16880605,0.46108773,0.0,0.37498802,0.28520668,0.070131615,0.2071968,0.22045967,0.8163112
happy,0.25147295,0.24574766,0.39441347,0.2567886,0.58049285,1.0,0.4756767,0.35531124,1.0,0.81882995,0.71345,0.42764565,0.505559,0.0,0.45188487,0.6109476,0.60945296,0.12722048,0.5339995,0.796495
happy,0.43456987,0.3965177,0.48811412,0.29232863,0.8390824,1.0,0.69861716,0.060679626,0.0,0.87753934,0.90246725,0.20560855,0.611417,0.0,0.3924455,0.5024995,0.60188335,0.04535027,0.031370547,0.6355735
happy,0.44006017,0.21688934,0.41287518,0.337635,0.39833868,1.0,0.34867653,0.04432032,0.0,0.8298419,0.5642349,0.11274012,0.5459412,0.0,0.47556236,0.45522293,0.9332123,0.07560296,0.33114764,0.2655744
happy,0.5045577,0.37305513,0.31217578,0.24200071,0.70281315,1.0,0.48507586,0.45082617,0.0,0.91113937,0.860844,0.19542603,0.60712373,1.0,0.6352598,0.57695735,0.04704783,0.17040494,0.46849966,0.7114578
happy,0.41565627,0.3188842,0.3113981,0.2967349,0.39464453,1.0,0.37337244,0.01037378,0.0,0.47593173,0.7811448,0.39948338,0.5596005,0.0,0.5415173,0.60559475,0.036030866,0.16280423,0.42191702,0.7634528
happy,0.42949274,0.20236151,0.35339287,0.26076,0.55138105,1.0,0.6087085,0.953045,1.0,0.8274895,0.7790569,0.3811613,0.2779936,0.0,0.3267591,0.39000085,0.9429225,0.26536873,0.33712038,0.7632973
happy,0.4451727,0.20465519,0.5222728,0.26703173,0.87395144,1.0,0.58267015,0.29107574,1.0,0.95460504,0.7227279,0.37483454,0.46078947,0.0,0.18798667,0.3505308,0.17468937,0.11513801,0.08260544,0.80549234
happy,0.3609917,0.41293535,0.4401902,0.2658323,0.80976254,0.0,0.4980487,0.9527525,1.0,0.9016078,0.75105804,0.22769748,0.52643836,0.0,0.4567496,0.50136423,0.4649989,0.14348678,0.2529685,0.7312802
happy,0.48961958,0.4037897,0.42041534,0.28000328,0.7416936,1.0,0.57899386,0.6466522,1.0,0.7331262,0.48498416,0.2846113,0.30488327,1.0,0.26782137,0.24504535,0.99515486,0.35139915,0.28875738,0.72267103
happy,0.43431672,0.2768872,0.4614618,0.27059913,0.8185917,1.0,0.54765445,0.29404336,1.0,0.92128474,0.5759018,0.69602,0.47245944,0.0,0.3832553,0.4329125,0.93663365,0.10636316,0.16862966,0.8070183
happy,0.4295352,0.4287441,0.23069553,0.36310658,0.5605907,1.0,0.6182368,0.17444426,0.0,0.77544665,0.6077376,0.15798816,0.44174138,0.0,0.29550338,0.37479487,0.21603571,0.32997602,0.32918125,0.8576171
happy,0.40913337,0.50925267,0.79609656,0.30283374,0.584715,1.0,0.6877309,0.000888101,1.0,0.730314,0.7690469,0.52311176,0.5524495,1.0,0.4199613,0.47952834,0.15199317,0.046950612,0.17846575,0.85863066
happy,0.3743547,0.13646306,0.7904466,0.2598706,0.54323345,0.0,0.6319808,0.56896764,1.0,0.8514507,0.7961713,0.12579858,0.39582476,0.0,0.3067592,0.47887203,0.8192577,0.20239365,0.12453793,0.81143767
happy,0.40530604,0.35260174,0.5801179,0.2677063,0.29395697,0.0,0.40585002,0.08497696,1.0,0.36638746,0.5412609,0.29195637,0.39406562,1.0,0.45087138,0.64602745,0.17836775,0.119917855,0.3626973,0.8129076
happy,0.3357199,0.26640716,0.4760572,0.25463983,0.7516462,0.0,0.71080345,0.99008065,0.0,0.8448854,0.7221151,0.42011055,0.37189513,1.0,0.14674912,0.14880867,0.9748145,0.23031473,0.20431101,0.85931575
happy,0.20758994,0.17186147,0.4369542,0.2492929,0.9178014,1.0,0.7229056,0.8256048,1.0,0.96193016,0.75380874,0.13225062,0.30458495,0.0,0.20311595,0.31780785,0.99293774,0.054740764,0.5424662,0.7542999
happy,0.20865719,0.2259141,0.275838,0.27796584,0.44081783,0.0,0.38968417,0.95794845,1.0,0.75170225,0.78840774,0.3014401,0.50440544,1.0,0.47900623,0.64405656,0.081467986,0.07443132,0.1018544,0.19819698
happy,0.37499422,0.27687886,0.40227416,0.27442122,0.4193478,0.0,0.54414624,0.0453011,0.0,0.78411704,0.58496207,0.26184902,0.530751,1.0,0.58791703,0.6344779,0.0062066345,0.045866683,0.30056384,0.40984592
happy,0.5642554,0.40941873,0.44940773,0.2590769,0.49166298,1.0,0.5035184,0.07483385,1.0,0.8917988,0.69712186,0.39526433,0.4379704,0.0,0.67928416,0.41782278,0.9721347,0.14521806,0.44553596,0.32804468
happy,0.5385232,0.44469288,0.6918534,0.3691868,0.88359267,0.0,0.6907421,0.8470827,1.0,0.9139408,0.51840603,0.29201558,0.4965005,1.0,0.20902717,0.35237986,0.9897106,0.5515833,0.16110341,0.8266551
happy,0.28621966,0.21464705,0.30112717,0.33099997,0.14487514,0.0,0.3849972,0.0053172065,0.0,0.20201044,0.48345727,0.2667193,0.3346825,0.0,0.593179,0.45041528,0.47109014,0.13923746,0.22314017,0.569313
happy,0.26914993,0.26820374,0.28266776,0.30524585,0.35281813,0.0,0.27802026,0.94385844,0.0,0.5123367,0.83827066,0.24124928,0.51384073,0.0,0.53875417,0.5378671,0.09349913,0.12865667,0.4151389,0.1388891
happy,0.4303123,0.35474923,0.44676462,0.2710309,0.890754,1.0,0.5948433,0.7603904,1.0,0.9309408,0.77089727,0.099544644,0.40446588,1.0,0.3354703,0.3352133,0.9948461,0.13989896,0.14953342,0.7952738
happy,0.37629002,0.29126507,0.19566157,0.3678008,0.5389142,0.0,0.44650275,0.34777185,1.0,0.80935675,0.336682,0.31569955,0.45798373,0.0,0.47820973,0.44056222,0.7361806,0.08579852,0.24222983,0.4294747
happy,0.3648776,0.36341867,0.6610371,0.27358907,0.67742205,1.0,0.5864211,0.7584013,1.0,0.83079857,0.83241695,0.29860774,0.5380983,1.0,0.38055077,0.55286837,0.6042161,0.085600406,0.15817776,0.78398544
happy,0.29489854,0.42361847,0.187742,0.25943854,0.6844987,0.0,0.37401503,0.8166626,1.0,0.80433595,0.67566,0.27741498,0.43464723,0.0,0.3084309,0.6066685,0.010115146,0.072235875,0.78484374,0.680245
happy,0.30891356,0.31094682,0.4684896,0.24564621,0.19933395,1.0,0.5344981,0.0041326312,0.0,0.49943405,0.79585093,0.614473,0.546852,0.0,0.6255785,0.730203,0.07378225,0.16608639,0.67542493,0.76894134
happy,0.34552756,0.26287565,0.28393766,0.39566034,0.583575,1.0,0.62483543,0.0080078645,1.0,0.71630436,0.77991796,0.5177659,0.46361524,1.0,0.50391406,0.5620036,0.7932345,0.14649315,0.08024932,0.5360772
happy,0.35912496,0.33045843,0.74828875,0.26456854,0.5757972,1.0,0.6168009,0.5963129,0.0,0.72124606,0.55236375,0.2586512,0.42726725,1.0,0.3720253,0.31025815,0.48896328,0.12829876,0.31598857,0.7674251
happy,0.4083086,0.4622917,0.2908149,0.27463326,0.5804913,1.0,0.54835635,0.07011951,0.0,0.8720359,0.67121136,0.31834105,0.46405515,0.0,0.55402887,0.32871532,0.790204,0.03631477,0.116377845,0.39265624
happy,0.2748298,0.18945757,0.18330997,0.2734332,0.5503057,0.0,0.6322236,0.9885378,1.0,0.80678177,0.604833,0.47501805,0.38698888,0.0,0.25542405,0.29451928,0.27931896,0.20704219,0.2744563,0.7603168
happy,0.40618455,0.25998425,0.51253575,0.43149686,0.23694062,0.0,0.3780184,0.014035575,0.0,0.31920207,0.37491554,0.079634145,0.5031483,0.0,0.6928483,0.26998112,0.11488411,0.061055757,0.17813931,0.08844409
happy,0.36967313,0.27704653,0.5549132,0.3162637,0.7456927,0.0,0.50077826,0.59494704,0.0,0.7748303,0.7241563,0.49546483,0.5200319,0.0,0.7205617,0.6470649,0.10385733,0.11677456,0.50782734,0.7490801
happy,0.42045158,0.24607268,0.3434402,0.31351689,0.91732854,1.0,0.70083076,0.7655854,1.0,0.9527019,0.70853233,0.06009811,0.56372046,0.0,0.1936542,0.46680903,0.4570537,0.16117196,0.23949467,0.7080895
happy,0.29197073,0.3069439,0.16136494,0.3529746,0.8548067,1.0,0.4298992,0.0018594444,1.0,0.9000313,0.79867727,0.67941415,0.36735612,0.0,0.49974632,0.27610013,0.081179336,0.026813941,0.08282718,0.09768232
happy,0.47283646,0.44454646,0.42542666,0.37976235,0.9151775,1.0,0.510263,0.6679285,1.0,0.93785053,0.8902411,0.103439815,0.36589417,0.0,0.10494755,0.39804322,0.28610715,0.1338354,0.071111724,0.89487475
happy,0.31752753,0.1941664,0.25153175,0.28529406,0.63616574,1.0,0.47202653,0.03629265,0.0,0.7993673,0.6606022,0.23794869,0.42446542,0.0,0.2385897,0.32690856,0.631047,0.13915497,0.476372,0.7293202
happy,0.46909258,0.39392725,0.5899697,0.35822746,0.4622435,1.0,0.6501407,0.021346925,1.0,0.7648735,0.53745127,0.2266061,0.39717758,1.0,0.58056444,0.44527003,0.75299484,0.09371888,0.20817386,0.84932166
happy,0.48559585,0.41520476,0.31759703,0.37547585,0.5461844,1.0,0.6683421,0.33892003,1.0,0.7996082,0.81233865,0.19013041,0.319819,1.0,0.40955338,0.48181826,0.8569543,0.10491575,0.18075636,0.8316306
happy,0.31199858,0.31024274,0.47251767,0.28812045,0.31836867,1.0,0.49755096,0.30165777,1.0,0.8703185,0.59269315,0.26670942,0.4303176,0.0,0.48963922,0.4236974,0.89120466,0.07703244,0.5204171,0.49564633
happy,0.33249038,0.2917739,0.3750032,0.25806218,0.57909155,0.0,0.52146107,0.0013864547,0.0,0.79111075,0.6830675,0.30883738,0.48399705,0.0,0.35322693,0.61937666,0.007572423,0.09119174,0.31725082,0.7090541
happy,0.58073753,0.27388033,0.6704614,0.27525213,0.7903587,1.0,0.5870061,0.40877113,1.0,0.9297929,0.58438426,0.15813209,0.49998152,1.0,0.1929337,0.43100566,0.9169835,0.1698682,0.2817366,0.75504804
happy,0.34754017,0.2553775,0.74425465,0.27948445,0.749502,1.0,0.48534602,0.6041268,1.0,0.9204446,0.7725199,0.26606753,0.5937314,0.0,0.46102408,0.74244654,0.034611396,0.061779745,0.23445575,0.6879438
happy,0.3155898,0.27999693,0.38583568,0.28275543,0.8443843,1.0,0.60672927,0.5903928,1.0,0.92855763,0.69571304,0.18909378,0.4421666,0.0,0.30095208,0.57265264,0.7391292,0.0548671,0.17167763,0.79757667
happy,0.41005436,0.45582294,0.19397303,0.3883632,0.8809766,1.0,0.4314483,0.3050551,1.0,0.91017365,0.793778,0.35431552,0.48431382,1.0,0.6177737,0.26197147,0.3046947,0.097746044,0.14722677,0.7458772
happy,0.319615,0.23391627,0.56646883,0.26034456,0.42372578,1.0,0.60981286,0.021068858,1.0,0.8462273,0.743444,0.6144631,0.52101326,0.0,0.46896732,0.48339576,0.06557472,0.077273004,0.5381334,0.8343695
happy,0.35781142,0.42404726,0.55984026,0.28131023,0.65567946,1.0,0.63883823,0.051338103,0.0,0.9031239,0.6435401,0.3266458,0.45433667,1.0,0.60863817,0.4939324,0.67006016,0.07464369,0.5058779,0.56390715
happy,0.3385261,0.4498437,0.6199032,0.26722196,0.4202835,1.0,0.5796759,0.5917694,1.0,0.8497093,0.74502105,0.32507604,0.34903282,0.0,0.47256005,0.4079133,0.120139256,0.18542346,0.4643852,0.70378506
happy,0.35924858,0.3727247,0.21536666,0.27574,0.90772325,1.0,0.6531647,0.7808895,0.0,0.91831374,0.83499926,0.4898825,0.69819665,0.0,0.2843638,0.6587686,0.76893204,0.08024276,0.3845934,0.7391821
happy,0.43652788,0.44101244,0.7085589,0.30982745,0.38562223,1.0,0.42676878,0.004943722,0.0,0.7464418,0.57149076,0.069020726,0.33453476,0.0,0.4335387,0.30461946,0.016059853,0.13230021,0.043750342,0.74035555
happy,0.26183054,0.24073209,0.5152622,0.27827242,0.89370203,0.0,0.7200902,0.32718134,0.0,0.96607715,0.8024195,0.54219943,0.5128886,0.0,0.28039977,0.35912284,0.74734896,0.16790617,0.15630965,0.6993803
happy,0.30316463,0.28858733,0.23836267,0.2513114,0.88887167,1.0,0.568103,0.99343127,1.0,0.9242261,0.8313685,0.41570452,0.54062146,0.0,0.20200706,0.76865685,0.17481318,0.040583454,0.55083346,0.19442919
happy,0.35074562,0.3788519,0.52244383,0.28754908,0.5227254,1.0,0.48962307,0.43847072,0.0,0.68852675,0.66283196,0.5662062,0.42123336,0.0,0.30720052,0.36468074,0.063583545,0.18736155,0.68161094,0.7739903
happy,0.2991607,0.310875,0.37204602,0.2990367,0.8920812,1.0,0.49545106,0.31051803,1.0,0.9494189,0.76892745,0.38486344,0.3393511,1.0,0.34947577,0.546205,0.8776953,0.14335115,0.111553274,0.7294844
happy,0.4344684,0.32463646,0.32664567,0.3750333,0.8719732,1.0,0.5809109,0.064714864,1.0,0.9318813,0.8111298,0.35675046,0.43142492,1.0,0.16076232,0.4191727,0.88887984,0.084302105,0.10486617,0.75830245
happy,0.4763405,0.36208728,0.4882321,0.27963087,0.59335667,1.0,0.48222873,0.066017896,0.0,0.76897883,0.83561766,0.1561129,0.49320203,0.0,0.43863958,0.53799295,0.003609779,0.0464777,0.47365788,0.67209655
happy,0.2521835,0.40588167,0.29524872,0.24569814,0.45166087,1.0,0.36751947,0.17265312,0.0,0.683906,0.6758413,0.1614954,0.5772665,0.0,0.4950863,0.59872204,0.016689664,0.031847134,0.4221588,0.73642004
happy,0.34727716,0.29516557,0.56397516,0.25991008,0.5667955,1.0,0.52641404,0.20004502,1.0,0.6835027,0.6205357,0.06319084,0.3897282,1.0,0.47656026,0.5425768,0.05132512,0.10533135,0.43139026,0.7826724
happy,0.44012004,0.3923436,0.53839165,0.28110054,0.9036634,1.0,0.67748463,0.75139105,0.0,0.9397253,0.7355413,0.24633542,0.5098997,1.0,0.1913553,0.3569164,0.97185034,0.1335487,0.06690483,0.800715
happy,0.34545344,0.27892086,0.17494877,0.3743429,0.5272492,1.0,0.37122697,0.054594707,1.0,0.6088879,0.6210925,0.21554635,0.4942482,0.0,0.4747547,0.5325755,0.039816327,0.042393636,0.13670832,0.21825959
happy,0.41010854,0.32356322,0.5532984,0.33982906,0.7468288,1.0,0.57781476,0.1395502,1.0,0.9251396,0.77223265,0.21337084,0.46017823,1.0,0.30951926,0.38844368,0.9135624,0.1304743,0.39530084,0.7817217
happy,0.25669008,0.19411117,0.19985822,0.3326017,0.7887552,1.0,0.50988364,0.023997094,1.0,0.8877564,0.90448374,0.27670172,0.47369254,0.0,0.47867146,0.7675136,0.44716883,0.08068263,0.4052449,0.68601304
happy,0.24929899,0.19944067,0.40280348,0.25835827,0.9149945,1.0,0.74660134,0.9842849,1.0,0.93381983,0.7011808,0.30893725,0.3531505,1.0,0.27119207,0.3475283,0.97866005,0.17656246,0.30648884,0.49574035
happy,0.23489593,0.225428,0.2254377,0.3101993,0.47460392,0.0,0.43075752,0.007626567,1.0,0.54134345,0.46696866,0.11473581,0.38377753,0.0,0.3692631,0.33060563,0.24664693,0.18083856,0.4264234,0.3773523
happy,0.463133,0.2315821,0.7026248,0.24411348,0.72527534,1.0,0.64460737,0.72947943,1.0,0.9246869,0.6336276,0.45455456,0.5028717,0.0,0.315338,0.4845822,0.61856914,0.12080505,0.21204297,0.76306564
happy,0.3330985,0.31170818,0.19142886,0.26075038,0.5898142,1.0,0.62706363,0.7396894,0.0,0.62480015,0.6263226,0.23460795,0.36593693,0.0,0.23230325,0.4309585,0.475492,0.08686118,0.5602251,0.4689742
happy,0.35291955,0.22799014,0.23494327,0.4024303,0.25717252,0.0,0.27107137,0.22381952,1.0,0.5233821,0.5121786,0.37429264,0.5592679,0.0,0.5462182,0.5734684,0.6516073,0.060222358,0.16058978,0.1093784
happy,0.34715566,0.4588667,0.20530307,0.27953252,0.51807076,1.0,0.39525732,0.6807376,1.0,0.6381589,0.69978344,0.3074793,0.43671197,1.0,0.2882808,0.49700037,0.43547842,0.15390839,0.29692072,0.44314805
happy,0.36380208,0.53310037,0.3939063,0.27948326,0.8994372,1.0,0.49929363,0.24389209,1.0,0.9567561,0.7708053,0.03492947,0.48180485,0.0,0.16962847,0.52976114,0.5132305,0.10465281,0.2346395,0.7721201
happy,0.469834,0.46575004,0.49966672,0.31448168,0.30836546,1.0,0.44853604,0.11372588,1.0,0.34214827,0.6684069,0.5438239,0.5440373,0.0,0.6042463,0.63212895,0.20296893,0.05682903,0.3785352,0.75788033
happy,0.29082856,0.22471523,0.5187518,0.25605294,0.6911931,1.0,0.4685682,0.7758721,0.0,0.88813066,0.80542874,0.39386377,0.51617527,0.0,0.45412475,0.5964329,0.029275322,0.06187374,0.2849582,0.7458674
happy,0.45382705,0.25142768,0.31160018,0.29479414,0.3129455,1.0,0.2933743,0.06453974,0.0,0.23432678,0.5146227,0.121788606,0.54533386,0.0,0.45509374,0.54943043,0.011620297,0.0390917,0.2677748,0.7745048
happy,0.2962395,0.2642186,0.28719473,0.2720452,0.594753,1.0,0.47327626,0.8980636,1.0,0.86793774,0.8049722,0.22172508,0.44319698,0.0,0.5235001,0.4916135,0.38660505,0.22521281,0.6021303,0.20976105
happy,0.42442465,0.33437085,0.50457466,0.3727465,0.24777351,1.0,0.44103888,0.0016849362,0.0,0.3246727,0.68453795,0.40258107,0.5956225,0.0,0.6327422,0.6825098,0.08337599,0.08575544,0.8129888,0.6812151
happy,0.3437293,0.17655456,0.12259236,0.31654987,0.80370474,0.0,0.41516495,0.21333177,0.0,0.84881777,0.6796166,0.23542799,0.56718767,0.0,0.49609464,0.6273603,0.04691386,0.16281047,0.20982775,0.8041926
happy,0.38077608,0.3449482,0.59143794,0.30426574,0.8853465,1.0,0.73841655,0.9728171,0.0,0.94113785,0.79300416,0.6285971,0.42427978,0.0,0.4102528,0.45438734,0.913325,0.12408828,0.0805412,0.8279062
happy,0.3598015,0.3168798,0.701018,0.24413255,0.50257486,1.0,0.546761,0.17569841,1.0,0.77293503,0.73871464,0.2974114,0.41009766,0.0,0.41540307,0.40587783,0.76877016,0.13914417,0.14639159,0.699398
happy,0.44487372,0.3875427,0.38731682,0.38526505,0.48261893,1.0,0.4696428,0.0023351603,0.0,0.6942125,0.6331779,0.19197485,0.42341742,0.0,0.54218876,0.55008715,0.4916367,0.04427058,0.11233625,0.52610344
happy,0.34818387,0.2427443,0.4959323,0.27584198,0.8699912,1.0,0.6176911,0.84317464,0.0,0.95435685,0.70615137,0.17202047,0.46159986,0.0,0.2453023,0.24336232,0.95586795,0.07624572,0.12597252,0.8372056
happy,0.43592557,0.44585735,0.28315645,0.28944424,0.6722256,1.0,0.51199245,0.76535314,1.0,0.8080479,0.48437166,0.2446184,0.38540718,1.0,0.3665684,0.07883283,0.98534596,0.3940036,0.32020563,0.7763332
happy,0.40746242,0.41423282,0.6707614,0.312623,0.58442116,1.0,0.549978,0.32459706,0.0,0.8125445,0.6774645,0.28527424,0.37009305,0.0,0.5738623,0.35233837,0.77447915,0.17035331,0.617601,0.84520864
happy,0.33513036,0.12117237,0.29525685,0.40887278,0.5286014,0.0,0.44068158,0.008480057,0.0,0.7811046,0.6802519,0.67332864,0.6155184,0.0,0.5206836,0.69212085,0.13269886,0.0506921,0.16132073,0.579957
happy,0.48378336,0.3236102,0.71161145,0.28762385,0.50773025,1.0,0.5471131,0.32378846,1.0,0.7470139,0.69158536,0.6030353,0.5319267,0.0,0.49853036,0.6990212,0.60420924,0.08812534,0.43552613,0.804317
happy,0.32329375,0.33025372,0.20776632,0.41933382,0.48660251,0.0,0.49416786,0.0035369413,1.0,0.7033195,0.6361856,0.21600054,0.5348462,0.0,0.40005475,0.55702525,0.09393615,0.07685083,0.20729814,0.28509536
happy,0.3868192,0.35634017,0.5201876,0.4121244,0.88109756,1.0,0.46055692,0.21952567,0.0,0.91819406,0.59537953,0.32771435,0.48135012,0.0,0.34365556,0.31059998,0.8625958,0.10757484,0.60664016,0.77884555
happy,0.36055085,0.43569398,0.46014565,0.2782467,0.590497,1.0,0.52460074,0.055291124,1.0,0.78793967,0.4733812,0.47393224,0.43099263,0.0,0.35445726,0.313251,0.17637685,0.1071634,0.38042995,0.71902144
happy,0.23130074,0.26000658,0.33017424,0.267994,0.52413404,1.0,0.5214291,0.79221696,1.0,0.7680862,0.63582826,0.21584232,0.42407423,0.0,0.34754077,0.5259168,0.053698078,0.2145205,0.23754089,0.36773
happy,0.2507252,0.31431103,0.3140667,0.2929559,0.8752683,1.0,0.53317064,0.086554036,0.0,0.92511356,0.7574661,0.0708422,0.5949727,0.0,0.2343878,0.24208614,0.4334763,0.038590953,0.1935338,0.627939
happy,0.39262238,0.37936422,0.39636827,0.26864162,0.83240056,0.0,0.57465315,0.2747594,1.0,0.898256,0.6175181,0.21191186,0.57209957,0.0,0.5595778,0.598877,0.18922748,0.08655285,0.12335837,0.6499218
happy,0.42040002,0.3255876,0.63471913,0.2888608,0.41168788,1.0,0.56069446,0.01736457,1.0,0.7104957,0.6773077,0.46162027,0.42724997,1.0,0.5630745,0.632703,0.021532536,0.17155637,0.59963316,0.82511157
happy,0.4828539,0.3665123,0.6070002,0.3862716,0.1692699,0.0,0.48326418,0.1963605,0.0,0.32803655,0.27442566,0.25240058,0.43353269,0.0,0.27551582,0.38665795,0.90680575,0.054700714,0.06778061,0.3889612
happy,0.2975792,0.22185121,0.49044842,0.27035257,0.52787083,0.0,0.3496469,0.14851397,0.0,0.6992987,0.8191092,0.35005602,0.4314824,1.0,0.42475027,0.3332528,0.6599936,0.12478141,0.3437118,0.26271644
happy,0.4174384,0.40505695,0.5667305,0.37438568,0.8905058,1.0,0.73741966,0.037735727,1.0,0.8929443,0.7506852,0.40320814,0.5407868,0.0,0.4098033,0.32812062,0.70493543,0.025876895,0.29681638,0.8243779
happy,0.39618567,0.31414154,0.5004881,0.24468088,0.8740658,1.0,0.6404539,0.84846956,1.0,0.91338664,0.78436947,0.27561665,0.2941375,1.0,0.28147456,0.13234882,0.99951804,0.22055534,0.14221905,0.16443053
happy,0.3632214,0.3842891,0.30762717,0.27092865,0.68240774,1.0,0.58848983,0.856664,0.0,0.93574136,0.65149134,0.77057374,0.48829606,0.0,0.495741,0.6869106,0.14895272,0.041709118,0.11374532,0.7971675
happy,0.31199822,0.2779098,0.09719211,0.31925803,0.88695186,1.0,0.46716526,0.06833441,1.0,0.92671067,0.7463962,0.25390026,0.25607124,1.0,0.21967643,0.043340337,0.97618324,0.07476117,0.038913686,0.5047297
happy,0.26249498,0.25635952,0.14287624,0.3186416,0.36873022,0.0,0.31478196,0.78653395,1.0,0.33372173,0.714605,0.36173883,0.49321282,0.0,0.5439907,0.5515227,0.03654367,0.053475328,0.22497995,0.09387561
happy,0.38259828,0.31778768,0.31706905,0.26313904,0.5861104,1.0,0.606753,0.9064446,1.0,0.7631595,0.77771944,0.20374441,0.33718166,1.0,0.35336173,0.5525013,0.09001694,0.24291733,0.30957994,0.32999045
happy,0.2770591,0.27769184,0.38423413,0.303872,0.41869676,1.0,0.28289333,0.0966806,0.0,0.54268986,0.7151815,0.10852545,0.35154456,0.0,0.44506547,0.42662606,0.05927259,0.09596379,0.47690454,0.1166451
happy,0.38923246,0.39989287,0.31128454,0.263066,0.6993038,1.0,0.6054987,0.02324121,0.0,0.9064664,0.78623575,0.48365906,0.6197069,1.0,0.58805597,0.7289789,0.28385964,0.088779494,0.093494385,0.7939513
happy,0.29559287,0.27505383,0.26728404,0.33828455,0.8083457,1.0,0.4031386,0.48410377,0.0,0.89372814,0.59497464,0.47516584,0.38120568,0.0,0.2785374,0.35558268,0.19480863,0.122132696,0.38825062,0.84572595
happy,0.52277595,0.5442074,0.373071,0.39902118,0.62985206,1.0,0.6013853,0.03138463,1.0,0.76374,0.76804984,0.2631815,0.5573017,0.0,0.65511584,0.6280885,0.5079057,0.11024149,0.1830781,0.7613206
happy,0.25250962,0.25252065,0.4202394,0.26025456,0.7092274,1.0,0.45983797,0.33546036,0.0,0.9025384,0.53330886,0.29547113,0.4182911,1.0,0.5473618,0.46221757,0.83001226,0.12852791,0.15814608,0.71484435
happy,0.27572352,0.17157426,0.6427796,0.25578913,0.66303194,1.0,0.4666351,0.14517912,1.0,0.8765684,0.7900957,0.07653996,0.38181812,0.0,0.2998611,0.4506254,0.60786915,0.050952636,0.45962688,0.79547113
happy,0.24938998,0.25644207,0.6040212,0.2603614,0.49981916,1.0,0.5950597,0.41647935,0.0,0.63976765,0.7252723,0.41819206,0.41291302,1.0,0.5831711,0.58389044,0.035915434,0.11393127,0.45198888,0.46241483
happy,0.40539545,0.28990975,0.7493437,0.2340426,0.4372436,1.0,0.57343835,0.37187937,1.0,0.7956158,0.7217501,0.16722251,0.33573347,0.0,0.50228524,0.614037,0.02385016,0.12022921,0.39166933,0.4983053
